Title,Genre,Runtime,Rating
The Karate Kid,"Action,Drama,Family,Romance,Sport",140,6.2
The Judge,"Action,Crime,Drama",141,7.4
The Jacket,"Action,Drama,Fantasy,Horror,Mystery",103,7.1
The Italian Job,"Action,Crime,Thriller",111,7.0
The Island,"Action,Adventure,Romance,Sci-Fi,Thriller",136,6.9
The Iron Lady,"Action,Biography,Drama,History",105,6.4
The Invisible Woman,"Action,Biography,Drama,History,Romance",111,6.2
The Invention of Lying,"Action,Comedy,Fantasy,Romance",100,6.4
The Interview,"Action,Comedy",112,6.6
The Interpreter,"Action,Crime,Mystery,Thriller",128,6.4
The Internship,"Action,Comedy",119,6.3
The International,"Action,Crime,Drama,Mystery,Thriller",118,6.5
The Inevitable Defeat of Mister & Pete,"Action,Drama",108,7.5
The Incredibles,"Action,Adventure,Animation,Family",115,8.0
The Incredible Hulk,"Action,Adventure,Sci-Fi",112,6.8
The Inbetweeners Movie,"Action,Comedy",97,6.8
The Inbetweeners 2,"Action,Comedy",96,6.4
The Imposter,"Action,Biography,Crime,Documentary,Thriller",99,7.5
The Impossible,"Action,Drama,History,Thriller",114,7.6
The Immigrant,"Action,Drama,Romance",120,6.6
The Imitation Game,"Action,Biography,Drama,History,Thriller",114,8.0
The Illusionist,"Action,Drama,Fantasy,Mystery,Romance",110,7.6
The Ides of March,"Action,Drama,Thriller",101,7.1
The Iceman,"Action,Biography,Crime,Drama,Thriller",106,6.9
The Hurt Locker,"Action,Drama,History,Thriller,War",131,7.6
The Hunter,"Action,Adventure,Drama,Thriller",102,6.8
The Hunger Games: Mockingjay - Part 1,"Action,Adventure,Drama,Sci-Fi,Thriller",123,6.7
The Hunger Games: Catching Fire,"Action,Adventure,Mystery,Sci-Fi,Thriller",146,7.5
The Hunger Games,"Action,Adventure,Drama,Sci-Fi,Thriller",142,7.2
The Hundred-Foot Journey,"Action,Comedy,Drama",122,7.3
The Homesman,"Action,Drama,Western",122,6.6
The Holiday,"Action,Comedy,Romance",138,6.9
The Hobbit: The Desolation of Smaug,"Action,Adventure,Fantasy",161,7.9
The Hobbit: The Battle of the Five Armies,"Adventure,Fantasy",144,7.4
The Hobbit: An Unexpected Journey,"Action,Adventure,Family,Fantasy",169,7.9
The Hitchhiker's Guide to the Galaxy,"Action,Adventure,Comedy,Sci-Fi",109,6.8
The Hills Have Eyes,"Action,Horror,Thriller",107,6.4
The Help,"Action,Drama",146,8.1
The Heat,"Action,Comedy,Crime",117,6.6
The Harvest,"Action,Drama,Horror,Mystery,Thriller",104,6.1
The Hard Word,"Action,Comedy,Crime,Drama,Thriller",102,6.0
The Hangover Part II,"Action,Comedy,Mystery",102,6.5
The Hangover,"Action,Comedy",100,7.7
The Guest,"Action,Crime,Mystery,Sci-Fi,Thriller",100,6.7
The Guardian,"Action,Adventure,Drama",139,6.9
The Grey,"Action,Adventure,Drama,Thriller",117,6.8
The Greatest Game Ever Played,"Action,Biography,Drama,History,Sport",120,7.5
The Great Raid,"Action,Drama,History,War",132,6.7
The Great Gatsby,"Action,Drama,Romance",143,7.3
The Great Debaters,"Action,Biography,Drama,Romance",126,7.6
The Great Buck Howard,"Action,Comedy,Drama",90,6.5
The Grand Budapest Hotel,"Action,Adventure,Comedy,Crime,Drama",99,8.1
The Good Shepherd,"Action,Drama,History,Thriller",167,6.7
The Good Lie,"Action,Biography,Drama",110,7.4
The Golden Compass,"Action,Adventure,Family,Fantasy",113,6.1
The Giver,"Action,Drama,Romance,Sci-Fi",97,6.5
The Girl with the Dragon Tattoo,"Action,Crime,Drama,Mystery,Thriller",158,7.8
The Girl Next Door,"Action,Comedy,Drama,Romance",109,6.7
The Giant Mechanical Man,"Action,Comedy,Drama,Romance",95,6.7
The Ghost Writer,"Action,Crime,Drama,Mystery,Romance",128,7.2
The Gambler,"Action,Crime,Drama,Thriller",111,6.0
The Frozen Ground,"Action,Biography,Crime,Drama,History",105,6.4
The Fountain,"Action,Drama,Romance,Sci-Fi",96,7.3
The Forbidden Kingdom,"Action,Adventure,Fantasy,Romance",104,6.6
The Fluffy Movie: Unity Through Laughter,"Action,Comedy",101,7.2
The Flowers of War,"Action,Drama,History,Romance,War",146,7.6
The Five-Year Engagement,"Action,Comedy,Romance",124,6.2
The Fitzgerald Family Christmas,"Action,Drama",99,6.3
The First Time,"Action,Comedy,Drama,Romance",95,6.9
The Final Member,"Action,Comedy,Documentary,Drama",75,6.5
The Fighter,"Action,Biography,Drama,History,Sport",116,7.8
The Fifth Estate,"Action,Biography,Drama,History,Thriller",128,6.2
The Fault in Our Stars,"Action,Drama,Romance",126,7.8
The Fast and the Furious: Tokyo Drift,"Action,Crime,Drama,Romance,Thriller",104,6.0
The Fast and the Furious,"Action,Crime,Thriller",106,6.7
The Family Man,"Comedy,Drama,Fantasy,Romance",125,6.7
The Family,"Action,Comedy,Crime,Thriller",111,6.3
The Fall,"Action,Adventure,Comedy,Drama,Fantasy",117,7.9
The Face of Love,"Action,Drama,Mystery,Romance",92,6.2
The Expendables 3,"Action,Adventure,Thriller",126,6.1
The Expendables,"Action,Adventure,Thriller",103,6.5
The Expendables 2,"Action,Adventure,Thriller",103,6.6
The Exorcism of Emily Rose,"Action,Drama,History,Horror,Thriller",119,6.7
The Equalizer,"Action,Crime,Thriller",132,7.2
The Entitled,"Action,Crime,Thriller",91,6.2
The Encounter: Paradise Lost,"Action,Drama",104,6.3
The East,"Action,Adventure,Crime,Drama,Thriller",116,6.8
The Eagle,"Action,Adventure,Drama,History",114,6.2
The Duke of Burgundy,"Action,Drama,Mystery,Romance",104,6.6
The DUFF,"Action,Comedy,Romance",101,6.5
The Duchess,"Action,Biography,Drama,History,Romance",110,6.9
The Drop,"Action,Crime,Drama,Mystery",106,7.1
The Dreamers,"Action,Drama,Romance",115,7.2
The Double,"Action,Comedy,Drama,Thriller",93,6.5
The Door in the Floor,"Action,Comedy,Drama",111,6.7
The Disappearance of Eleanor Rigby: Them,"Action,Drama,Romance",123,6.3
The Disappearance of Eleanor Rigby: Him,"Action,Drama,Romance",89,6.9
The Disappearance of Eleanor Rigby: Her,"Action,Drama",100,7.0
The Dictator,"Action,Comedy,Romance",83,6.4
The Devil's Violinist,"Action,Biography,Drama,Musical",122,6.1
The Devil's Double,"Action,Biography,Drama,Thriller",109,7.1
The Devil Wears Prada,"Action,Comedy,Drama,Romance",109,6.9
The Details,"Action,Comedy,Drama",101,6.2
The Descent,"Action,Adventure,Drama,Horror,Sci-Fi",99,7.2
The Descendants,"Action,Comedy,Drama",115,7.3
The Departed,"Action,Crime,Drama,Thriller",151,8.5
The Deep End,"Action,Crime,Drama,Mystery,Romance",101,6.7
The Debt,"Action,Drama,Thriller",113,6.9
The Day After Tomorrow,"Action,Adventure,Sci-Fi,Thriller",124,6.4
The Dark Knight Rises,"Action,Adventure,Drama,Sci-Fi,Thriller",164,8.4
The Dark Knight,"Action,Adventure,Crime,Drama,Thriller",152,9.0
The Da Vinci Code,"Action,Mystery,Thriller",149,6.6
The Curious Case of Benjamin Button,"Action,Drama,Fantasy,Romance",166,7.8
The Croods,"Action,Adventure,Animation,Comedy,Family",98,7.2
The Crazies,"Action,Horror,Mystery,Thriller",101,6.5
The Count of Monte Cristo,"Action,Adventure,Drama,History,Romance",131,7.8
The Constant Gardener,"Action,Drama,Mystery,Romance,Thriller",129,7.4
The Conspirator,"Action,Crime,Drama,History",122,6.9
The Conjuring,"Action,Horror,Mystery,Thriller",112,7.5
The Congress,"Action,Animation,Drama,Sci-Fi",122,6.5
The Company You Keep,"Action,Drama,Thriller",125,6.4
The Color of Magic,"Action,Adventure,Comedy,Family,Fantasy",105,7.1
The Collector,"Action,Horror,Thriller",90,6.4
The Collection,"Action,Horror,Thriller",82,6.1
The Class of 92,"Action,Documentary,Sport",99,8.1
The Chronicles of Riddick,"Action,Adventure,Sci-Fi,Thriller",119,6.7
The Chronicles of Narnia: The Voyage of the Dawn Treader,"Action,Adventure,Family,Fantasy",113,6.3
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Action,Adventure,Family,Fantasy",143,6.9
The Chronicles of Narnia: Prince Caspian,"Action,Adventure,Family,Fantasy",150,6.5
The Christmas Candle,"Action,Drama,Family",100,6.2
The Change-Up,"Action,Comedy,Fantasy",112,6.3
The Challenger Disaster,"Action,Drama,History",90,7.3
The Campaign,"Action,Comedy",85,6.1
The Call,"Action,Crime,Thriller",105,6.7
The Cabin in the Woods,"Action,Comedy,Fantasy,Horror,Mystery",95,7.0
The Butterfly Effect,"Action,Sci-Fi,Thriller",113,7.7
The Burma Conspiracy,"Action,Adventure,Thriller",114,6.2
The Bucket List,"Action,Adventure,Comedy,Drama",97,7.4
The Brothers Bloom,"Action,Adventure,Comedy,Drama,Romance",114,6.8
The Broken Shore,"Action,Crime",103,6.6
The Boy in the Striped Pajamas,"Action,Drama,History,War",94,7.8
The Boxtrolls,"Action,Adventure,Animation,Comedy,Family",96,6.8
The Bourne Ultimatum,"Action,Mystery,Thriller",115,8.0
The Bourne Supremacy,"Action,Mystery,Thriller",108,7.8
The Bourne Legacy,"Action,Adventure,Drama,Mystery,Romance",135,6.7
The Bourne Identity,"Action,Mystery,Thriller",119,7.9
The Boondock Saints II: All Saints Day,"Action,Comedy,Crime,Drama,Thriller",118,6.3
The Book Thief,"Action,Drama,War",131,7.6
The Book of Life,"Action,Adventure,Animation,Comedy,Family",95,7.3
The Book of Eli,"Action,Adventure,Drama,Thriller",118,6.9
The Blind Side,"Action,Biography,Drama,Sport",105,7.7
The Black Balloon,"Action,Drama,Romance",97,7.3
The Big Year,,105,6.2
The Big White,"Action,Comedy,Crime,Drama",100,6.4
The Best Offer,"Action,Crime,Drama,Mystery,Romance",131,7.8
The Best Man Holiday,"Action,Comedy,Drama",123,6.7
The Best Exotic Marigold Hotel,"Action,Comedy,Drama,Romance",124,7.3
The Beaver,"Action,Drama",91,6.7
The Beach,"Action,Adventure,Drama,Romance,Thriller",119,6.6
The Battery,"Action,Adventure,Drama,Horror",101,6.4
The Bank Job,"Action,Crime,Drama,Romance,Thriller",111,7.3
The Bachelor Weekend,"Action,Comedy",94,6.1
The Babadook,"Action,Drama,Fantasy,Horror,Thriller",93,6.8
The Awakening,"Action,Horror,Thriller",102,6.5
The Aviator,"Action,Biography,Drama,History",170,7.5
The Avengers,"Action,Adventure,Sci-Fi,Thriller",143,8.1
The Artist,"Action,Comedy,Drama,Romance",100,7.9
The Art of the Steal,"Action,Comedy,Crime,Thriller",90,6.3
The Art of Getting By,"Action,Drama,Romance",83,6.6
The Armstrong Lie,"Action,Biography,Documentary,Sport",124,7.3
The Animatrix,"Action,Adventure,Animation,Sci-Fi",100,7.4
The Amityville Horror,"Action,Drama,Horror,Mystery,Thriller",90,6.0
The American,"Action,Crime,Drama,Thriller",105,6.3
The Amazing Spider-Man,"Action,Adventure,Fantasy,Sci-Fi",136,7.0
The Amazing Spider-Man 2,"Action,Adventure,Fantasy,Sci-Fi",142,6.7
The Adventures of Tintin,"Action,Adventure,Animation,Family,Mystery",107,7.4
The Adjustment Bureau,"Action,Romance,Sci-Fi,Thriller",106,7.1
The A-Team,"Action,Adventure,Comedy,Crime,Thriller",117,6.8
The 84th Annual Academy Awards,"Action,Comedy",105,7.3
The 40-Year-Old Virgin,"Action,Comedy,Romance",116,7.1
That's What I Am,"Action,Comedy,Drama,Romance",101,7.1
That Awkward Moment,"Action,Comedy,Romance",94,6.2
Thank You for Smoking,"Action,Comedy,Drama",92,7.6
Testament of Youth,"Action,Biography,Drama,History,War",129,7.3
Terminator Salvation,"Action,Adventure,Drama,Sci-Fi,Thriller",115,6.6
Terminator 3: Rise of the Machines,"Action,Adventure,Fantasy,Romance,Sci-Fi",109,6.3
Ted,"Action,Animation,Comedy,Fantasy,Romance",106,7.0
Tangled,"Action,Adventure,Animation,Comedy,Family",105,7.8
Talladega Nights: The Ballad of Ricky Bobby,"Action,Comedy,Sport",108,6.6
Taking Lives,"Action,Crime,Drama,Mystery,Thriller",103,6.2
Takers,"Action,Crime,Thriller",107,6.2
Taken 3,"Action,Thriller",108,6.0
Taken,"Action,Crime,Thriller",93,7.8
Taken 2,"Action,Crime,Thriller",92,6.3
Take Shelter,"Action,Drama,Thriller",121,7.4
Take Me Home Tonight,"Action,Comedy,Drama,Romance",105,6.3
Syriana,"Action,Drama,Thriller",128,6.9
"Synecdoche, New York","Action,Comedy,Drama,Romance",124,7.5
Swordfish,"Action,Crime,Thriller",99,6.5
Sweeney Todd: The Demon Barber of Fleet Street,"Action,Drama,Horror,Musical,Thriller",116,7.4
S.W.A.T.,"Action,Adventure,Crime,Thriller",117,6.0
Surrogates,"Action,Crime,Mystery,Sci-Fi,Thriller",89,6.3
Surf's Up,"Action,Animation,Comedy,Family,Sport",85,6.7
Supermensch: The Legend of Shep Gordon,"Action,Biography,Documentary,Music",85,7.4
Superman/Doomsday,"Action,Adventure,Animation,Drama,Sci-Fi",75,7.0
Superman/Batman: Apocalypse,"Action,Adventure,Animation,Sci-Fi",105,7.2
Superman vs. The Elite,"Action,Animation,Sci-Fi",76,7.1
Superman: Unbound,"Action,Adventure,Animation",75,6.7
Superman Returns,"Action,Adventure,Fantasy,Sci-Fi",154,6.1
Superbad,"Action,Comedy",113,7.6
Super Troopers,"Action,Comedy,Crime,Mystery",100,7.1
Super 8,"Action,Mystery,Sci-Fi,Thriller",112,7.0
Super,"Action,Comedy,Crime,Drama",105,6.8
Sunshine,"Action,Adventure,Sci-Fi,Thriller",107,7.3
Sucker Punch,"Action,Adventure,Fantasy",110,6.1
Submarine,"Action,Comedy,Drama,Romance",97,7.3
Stuck in Love,"Action,Comedy,Drama,Romance",97,7.3
Stretch,"Action,Comedy,Crime,Thriller",94,6.5
Street Kings,"Action,Crime,Drama,Thriller",109,6.8
Stranger Than Fiction,"Action,Comedy,Drama,Fantasy,Romance",113,7.6
Storm Surfers 3D,"Action,Adventure,Documentary",95,6.5
Storm Rider,"Action,Drama,Family",90,6.4
Stonehearst Asylum,"Action,Drama,Horror,Mystery,Thriller",112,6.8
Stoker,"Action,Drama,Thriller",99,6.8
Still Mine,"Action,Drama",102,7.4
Still Alice,"Action,Drama",101,7.5
Step Up Revolution,"Action,Drama,Music,Romance",99,6.5
Step Up All In,"Action,Drama,Music,Romance",112,6.0
Step Up 3D,"Action,Drama,Music,Romance",107,6.2
Step Up,"Action,Crime,Drama,Music,Romance",104,6.5
Step Up 2: The Streets,"Action,Drama,Music,Musical,Romance",98,6.3
Step Brothers,"Action,Comedy",98,6.9
Stay,"Action,Drama,Mystery,Thriller",99,6.9
State of Play,"Action,Crime,Drama,Mystery,Thriller",127,7.1
Starsky & Hutch,"Action,Comedy,Crime",101,6.1
Starred Up,"Action,Crime,Drama",106,7.4
Starlet,"Action,Drama",103,6.8
Stardust,"Action,Adventure,Family,Fantasy,Romance",127,7.7
Star Wars: Episode III - Revenge of the Sith,"Action,Adventure,Fantasy,Sci-Fi",140,7.6
Star Wars: Episode II - Attack of the Clones,"Action,Adventure,Fantasy,Sci-Fi",142,6.6
Star Trek: Nemesis,"Action,Adventure,Sci-Fi,Thriller,War",116,6.4
Star Trek: Into Darkness,"Action,Adventure,Sci-Fi",132,7.8
Star Trek,"Action,Adventure,Sci-Fi",127,8.0
Stand Up Guys,"Action,Comedy,Crime,Drama,Thriller",105,6.5
Stake Land,"Action,Drama,Horror,Sci-Fi",98,6.5
St. Vincent,"Action,Comedy,Drama",102,7.3
Spy Game,"Action,Crime,Thriller",126,7.1
Spud 3: Learning to Fly,"Action,Comedy",89,6.0
Spud,"Action,Comedy,Drama",103,6.7
Spud 2: The Madness Continues,"Action,Comedy",91,6.3
Springsteen & I,"Action,Documentary",124,7.3
Spring,"Action,Comedy,Horror,Romance,Sci-Fi",109,6.7
Spirit: Stallion of the Cimarron,"Action,Adventure,Animation,Comedy,Family",83,7.1
Spider-Man 3,"Action,Adventure,Romance,Sci-Fi",139,6.2
Spider-Man,"Action,Adventure,Fantasy,Romance,Sci-Fi",121,7.3
Spider-Man 2,"Action,Adventure,Fantasy,Romance,Sci-Fi",127,7.3
Speed Racer,"Action,Family,Sci-Fi,Sport",135,6.0
Speak,"Action,Drama",89,7.4
Spare Parts,"Action,Drama",114,7.3
Space Cowboys,"Action,Adventure,Thriller",130,6.4
Source Code,"Action,Mystery,Romance,Sci-Fi,Thriller",93,7.5
Soul Surfer,"Action,Biography,Drama,Family,Sport",112,7.1
Soul Boys of the Western World,"Action,Biography,Documentary,Music",110,6.9
Sordid Lives,"Action,Comedy,Romance",111,6.8
Song of the Sea,"Action,Adventure,Animation,Drama,Family",93,8.1
Son of a Gun,"Action,Crime,Drama,Thriller",108,6.5
Some Guy Who Kills People,"Comedy,Crime,Drama,Horror,Mystery",97,6.3
Solomon Kane,"Action,Adventure,Fantasy",104,6.1
Snowpiercer,"Action,Adventure,Drama,Fantasy,Sci-Fi",126,7.0
Snow White and the Huntsman,"Action,Adventure,Drama,Fantasy",127,6.1
Snitch,"Action,Drama,Thriller",112,6.5
Snatch,"Action,Comedy,Crime",104,8.3
Smokin' Aces,"Action,Crime,Drama,Thriller",109,6.7
Smashed,"Action,Drama",81,6.8
Small Time,"Action,Drama",104,6.0
Slumdog Millionaire,"Action,Drama,Romance",120,8.0
Slow West,"Action,Mystery,Romance,Thriller,Western",84,6.9
Skyfall,"Action,Adventure,Thriller",143,7.8
Sky High,"Action,Adventure,Comedy,Family,Sci-Fi",100,6.2
Sky Captain and the World of Tomorrow,"Action,Adventure,Mystery,Sci-Fi,Thriller",106,6.1
Sky Blue,"Action,Animation,Fantasy,Sci-Fi",86,6.8
Sinister,"Action,Horror,Mystery,Thriller",110,6.8
Sin City: A Dame to Kill For,"Action,Crime,Thriller",102,6.5
Sin City,"Action,Crime,Thriller",124,8.0
Silver Linings Playbook,"Action,Comedy,Drama,Romance",122,7.8
Silent Hill,"Action,Adventure,Horror,Mystery",125,6.6
Signs,"Action,Drama,Mystery,Sci-Fi,Thriller",106,6.7
Sideways,"Action,Adventure,Comedy,Drama,Romance",126,7.5
Side Effects,"Action,Crime,Drama,Mystery,Thriller",106,7.1
Shutter Island,"Action,Mystery,Thriller",138,8.1
Shrek the Third,"Adventure,Animation,Comedy,Family,Fantasy",93,6.0
Shrek the Musical,"Action,Comedy,Family,Fantasy,Musical",130,7.1
Shrek Forever After,"Action,Adventure,Animation,Comedy,Family",93,6.3
Shrek,"Action,Adventure,Animation,Comedy,Family",90,7.9
Shrek 2,"Action,Adventure,Animation,Comedy,Family",93,7.2
Short Term 12,"Action,Drama",96,8.0
Shooter,"Action,Crime,Drama,Mystery,Thriller",124,7.2
Shoot 'Em Up,"Action,Comedy,Crime,Thriller",86,6.7
She's Out of My League,"Action,Comedy,Romance",105,6.4
Sherlock Holmes: A Game of Shadows,"Action,Adventure,Crime,Mystery,Thriller",129,7.5
Sherlock Holmes,"Action,Adventure,Crime,Mystery,Thriller",128,7.6
Shaun the Sheep Movie,"Action,Adventure,Animation,Comedy,Family",85,7.4
Shaun of the Dead,"Action,Comedy,Horror",99,8.0
Shanghai Knights,"Action,Adventure,Comedy",114,6.2
Shanghai,"Action,Drama,Mystery,Romance,Thriller",105,6.4
Shame,"Action,Drama",101,7.2
Shall We Dance,"Action,Comedy,Drama,Music,Romance",106,6.1
Shadow Dancer,"Action,Drama,Thriller",101,6.2
Sexy Beast,"Action,Crime,Drama,Thriller",89,7.3
Sex Drive,"Action,Adventure,Comedy,Romance",109,6.5
Seven Psychopaths,"Action,Comedy,Crime",110,7.2
Seven Pounds,"Action,Drama,Romance",123,7.6
Seve the Movie,"Action,Drama,Sport",124,7.1
Serenity,"Action,Adventure,Sci-Fi,Thriller",119,7.9
Serendipity,"Action,Comedy,Romance",90,6.9
Seraphim Falls,"Action,Drama,Thriller,War,Western",115,6.7
Selma,"Action,Biography,Drama,History",128,7.5
Seeking Justice,"Action,Crime,Drama,Mystery,Thriller",105,6.2
Seeking a Friend for the End of the World,"Action,Adventure,Comedy,Drama,Romance",101,6.7
Seduced and Abandoned,"Action,Documentary",98,6.7
Secret Window,"Action,Drama,Mystery,Thriller",96,6.6
Secret of the Wings,"Action,Animation,Family,Fantasy",75,7.2
Scream 4,"Action,Horror,Mystery",111,6.2
Scott Pilgrim vs. the World,"Action,Comedy,Fantasy,Romance",112,7.5
Scooby-Doo! WrestleMania Mystery,"Action,Animation,Comedy,Family,Mystery",84,6.4
School of Rock,"Action,Comedy,Family,Music",108,7.1
Scenic Route,"Action,Drama,Thriller",82,6.5
Scary Movie,"Action,Comedy",88,6.2
Saw VI,"Action,Horror,Mystery,Thriller",90,6.0
Saw III,"Action,Horror,Mystery,Thriller",108,6.2
Saw II,"Action,Crime,Horror,Mystery",93,6.6
Saw,"Action,Crime,Drama,Horror,Mystery",103,7.6
Saving Mr. Banks,"Action,Biography,Comedy,Drama,Family",125,7.5
Savannah,"Action,Drama,Family,History,Romance",101,6.0
Savages,"Action,Crime,Drama,Romance,Thriller",131,6.5
Salt,"Action,Crime,Mystery,Thriller",100,6.4
Salmon Fishing in the Yemen,"Action,Comedy,Drama,Romance",107,6.8
Sahara,"Action,Adventure,Comedy,Thriller,War",124,6.0
Safety Not Guaranteed,"Action,Comedy,Drama,Romance",105,7.0
Safe House,"Action,Adventure,Crime,Mystery,Thriller",115,6.8
Safe Haven,"Action,Drama,Romance,Thriller",115,6.7
Safe,"Action,Crime,Thriller",94,6.5
Rushlights,"Action,Crime,Drama,Romance,Thriller",98,6.2
Rush Hour 3,"Action,Comedy,Crime,Thriller",91,6.2
Rush,"Action,Biography,Drama,History,Sport",123,8.1
Running Scared,"Action,Crime,Drama,Thriller",122,7.4
"Run, Fatboy, Run","Action,Comedy,Romance,Sport",100,6.6
Run All Night,"Action,Crime,Drama,Thriller",114,6.6
Rudderless,"Action,Comedy,Drama,Music",105,7.5
Ruby Sparks,"Action,Comedy,Drama,Fantasy,Romance",105,7.2
Rosewater,"Action,Biography,Drama",103,6.6
Room 237,"Action,Documentary",102,6.2
Romeo Must Die,"Action,Crime,Thriller",115,6.1
Roman Polanski: A Film Memoir,"Action,Documentary",90,7.2
Role Models,"Action,Comedy",99,6.9
Roger Dodger,"Action,Comedy,Drama",106,7.0
Rocky Balboa,"Action,Drama,Sport",102,7.2
RocknRolla,"Action,Crime,Thriller",114,7.3
Rock Star,"Action,Comedy,Drama,Music",105,6.2
Robots,"Action,Adventure,Animation,Comedy,Family",91,6.3
Robot & Frank,"Action,Comedy,Crime,Drama,Sci-Fi",89,7.1
RoboCop,"Action,Crime,Sci-Fi,Thriller",117,6.2
Robin Hood,"Action,Adventure,Drama,History,Romance",140,6.7
Rob the Mob,"Action,Crime,Drama",104,6.3
Road Trip,"Action,Adventure,Comedy",93,6.5
Road to Perdition,"Action,Crime,Drama,History,Thriller",117,7.7
Road to Paloma,"Action,Drama,Thriller",91,6.1
Rise of the Planet of the Apes,"Action,Drama,Sci-Fi,Thriller",105,7.6
Rise of the Guardians,"Action,Adventure,Animation,Family,Fantasy",97,7.3
